record_id,collection_zone,district,ward_number,collection_date,collection_time,waste_source,collection_point_id,latitude,longitude,waste_category,sub_waste_type,waste_weight_kg,waste_volume_m3,moisture_content_pct,organic_content_pct,plastic_content_pct,metal_content_pct,glass_content_pct,paper_content_pct,hazardous_content_pct,contamination_level,odor_level,temperature_c,humidity_pct,rainfall_mm,air_quality_index,collection_frequency_days,bin_fill_level_pct,overflow_status,vehicle_type,vehicle_capacity_kg,distance_to_processing_km,travel_time_min,fuel_consumption_l,traffic_density,processing_facility,recycling_feasibility_score,compost_quality_score,energy_recovery_score,landfill_priority_score,resource_recovery_score,collection_priority_score,route_efficiency_score,operational_cost_usd,carbon_emission_kg,farmland_reuse_potential,management_decision,bin_fill_score,hazardous_score,contamination_score,collection_priority_normalized,waste_risk_score,waste_risk_level,aqi_score,carbon_score,pollution_risk_score,pollution_risk_level,compliance_status
SWM_100048,Industrial Zone,District_D,27,23-12-2024,19:42,Market,CP_5569,29.538489,80.339307,Glass,Broken Glass,289.83,4.58,88.95,4.01,69.36,28.93,17.54,43.52,7.3,8.73,9.01,29.39,40.76,71.08,215,2,92.99,No,Auto Tipper,9775,13.43,141,25.67,Moderate,Composting Facility,63.16,73.31,13.16,71.58,90.9,17.97,23.75,583.98,25.81,Medium,Landfill,91.24890611326416,48.666666666666664,87.3,17.96179617961796,68.82049853891502,High,57.8125,18.088529437342377,44.066142164536046,Moderate,Violation
SWM_100049,Urban Zone,District_E,53,20-10-2024,08:02,Institutional,CP_3571,32.777168,82.276058,Glass,Jar,212.84,10.47,42.85,51.48,28.74,29.65,6.54,23.46,14.54,2.58,6.57,26.78,78.01,15.7,234,5,97.59,Yes,Auto Tipper,6473,27.77,123,10.97,High,Composting Facility,7.35,16.98,51.98,33.7,82.89,43.09,24.87,385.6,86.28,Low,Landfill,96.99962495311915,96.93333333333332,25.8,43.084308430843095,74.65582957920745,High,63.74999999999999,70.67571093138534,72.46437994608226,High,Violation
SWM_100050,Suburban Zone,District_G,27,01-02-2025,09:02,Institutional,CP_4094,12.844215,72.860957,Organic,Food Waste,48.6,8.89,61.42,47.46,67.53,40.28,23.41,52.1,3.09,1.12,2.7,19.54,59.84,112.39,346,4,23.15,Yes,Auto Tipper,11156,8.2,133,19.18,Low,Recovery Center,93.39,31.62,50.72,4.16,14.83,98.66,96.51,42.77,114.46,Low,Recycling,3.9379922490311277,20.599999999999998,11.200000000000001,98.65986598659866,23.76417679760225,Low,98.75,95.18218975563092,82.04965692668928,Critical,Violation
SWM_100051,Suburban Zone,District_A,21,01-11-2024,15:11,Market,CP_5095,26.534478,93.169631,Mixed,Mixed Wet,374.7,6.28,46.55,66.69,11.17,1.5,12.32,42.28,3.03,6.73,9.7,20.54,70.45,53.25,321,8,89.45,Yes,Dump Truck,1372,11.45,158,28.32,High,Waste Processing Unit,83.81,94.46,68.32,49.72,61.78,86.89,57.06,57.02,112.06,Low,Energy Recovery,86.8233529191149,20.2,67.30000000000001,86.88868886888689,66.27264449797899,High,90.9375,93.09505174362988,77.43726552308897,High,Violation
SWM_100052,West Zone,District_C,30,10-09-2024,17:01,Industrial,CP_4920,27.996276,87.618888,Metal,Steel,188.23,7.97,38.48,65.12,8.53,32.89,39.98,2.89,14.66,4.07,8.71,39.12,62.53,88.61,271,4,90.28,No,Compactor Truck,5800,24.84,21,14.43,Low,Composting Facility,66.76,80.78,76.23,79.78,43.56,81.78,12.02,344.91,5.66,Low,Energy Recovery,87.86098262282786,97.73333333333333,40.7,81.77817781778178,79.98445305513174,High,75.3125,0.5652665449169496,57.372496630141754,Moderate,Violation
SWM_100053,Urban Zone,District_D,44,14-08-2024,11:07,Market,CP_8268,17.412989,78.627385,Glass,Jar,329.01,8.41,38.03,44.87,19.0,18.66,9.09,4.39,9.05,6.68,6.19,30.51,48.48,103.6,120,8,61.53,Yes,Auto Tipper,6427,29.27,45,2.97,Low,Waste Processing Unit,34.12,38.02,39.88,58.02,53.36,60.79,76.49,495.27,87.58,Low,Energy Recovery,51.91898987373422,60.333333333333336,66.8,60.786078607860794,58.32884107400614,Medium,28.125,71.80624402121923,47.671039873032434,Moderate,Compliant
SWM_100054,North Zone,District_A,44,07-10-2024,22:41,Hospital,CP_7657,35.710187,68.528745,Organic,Fruit Waste,172.71,0.29,60.04,89.8,19.48,46.35,2.41,56.07,5.27,1.01,4.86,24.93,41.37,36.87,227,2,84.24,No,Dump Truck,9803,32.81,35,13.83,High,Recovery Center,61.03,71.62,27.26,41.35,12.19,18.11,68.11,141.61,65.39,Low,Landfill,80.31003875484436,35.13333333333333,10.100000000000001,18.1018101810181,45.64262036242379,Medium,61.5625,52.50891381859293,53.56059081224454,Moderate,Warning
SWM_100055,North Zone,District_H,31,31-08-2024,16:34,Hospital,CP_1979,28.562342,71.099431,Metal,Iron,462.5,3.23,86.85,48.35,64.48,27.51,1.74,37.99,14.27,6.02,8.19,41.87,37.11,25.45,233,1,68.88,No,Electric Vehicle,9381,25.25,166,33.91,High,Waste Processing Unit,90.0,35.34,23.69,78.05,27.48,82.26,42.37,413.83,15.99,Medium,Composting,61.107638454806846,95.13333333333333,60.199999999999996,82.25822582258226,72.60512258864341,High,63.4375,9.548656404904774,53.6100135881381,Moderate,Warning
SWM_100056,South Zone,District_C,55,05-02-2025,17:16,Industrial,CP_2831,26.09192,81.101263,Organic,Garden Waste,477.55,2.18,67.63,86.28,17.34,4.79,0.95,38.52,9.11,5.47,2.32,28.55,64.59,59.61,217,7,99.02,No,Compactor Truck,4982,9.05,128,28.42,Low,Transfer Station,40.43,42.82,71.76,69.24,99.13,12.84,10.41,445.63,71.51,High,Landfill,98.78734841855233,60.73333333333333,54.699999999999996,12.831283128312831,67.56296517000119,High,58.4375,57.83111574919558,58.714751391425345,Moderate,Violation
SWM_100057,South Zone,District_H,58,05-04-2025,16:34,Hospital,CP_9053,15.950659,70.303162,Paper,Cardboard,86.81,10.75,21.31,32.34,18.13,17.75,2.78,31.14,1.01,8.0,2.34,32.58,86.01,78.11,163,6,62.64,No,Electric Vehicle,6417,20.14,120,14.65,High,Transfer Station,66.95,99.41,66.18,55.78,73.07,46.52,6.01,354.89,115.13,Low,Energy Recovery,53.306663332916614,6.7333333333333325,80.0,46.51465146514652,45.983196386271956,Medium,41.5625,95.76484911731454,50.85737140186103,Moderate,Warning
SWM_100058,North Zone,District_C,10,22-12-2024,08:43,Market,CP_5725,13.083785,88.010142,Paper,Newspaper,176.73,6.52,13.22,45.04,60.49,17.38,26.6,47.73,13.91,2.35,3.99,22.12,94.44,111.24,143,6,63.2,No,Dump Truck,6024,50.68,45,21.8,High,Transfer Station,62.36,8.91,75.53,12.77,82.61,78.2,70.87,60.25,39.86,Medium,Recycling,54.006750843855485,92.73333333333333,23.5,78.1978197819782,61.21570663817226,High,35.3125,30.306983215931822,45.295011631446215,Moderate,Compliant
SWM_100059,Urban Zone,District_E,10,24-04-2025,02:16,Hospital,CP_3106,15.630265,78.443956,Mixed,Mixed Wet,88.36,11.26,52.07,30.55,31.76,22.36,24.02,30.94,13.79,4.97,9.92,40.99,35.64,111.67,341,5,29.31,No,Dump Truck,11432,49.23,63,16.46,Low,Composting Facility,87.8,86.81,80.59,79.0,30.47,8.09,40.3,137.17,84.92,Low,Composting,11.638954869358669,91.93333333333332,49.7,8.080808080808081,38.791036493198014,Low,97.1875,69.4929993912514,87.82831648404209,Critical,Warning
SWM_100060,East Zone,District_A,17,03-09-2024,08:25,Industrial,CP_9332,18.036892,96.292696,Paper,Magazine,519.96,9.91,16.26,86.2,73.82,24.35,24.25,45.89,2.62,5.03,3.99,21.95,47.57,8.18,274,10,22.06,Yes,Dump Truck,11548,8.97,44,38.6,High,Recovery Center,54.95,96.58,43.25,31.18,50.61,43.95,10.57,398.86,29.84,Medium,Recycling,2.5753219152394036,17.466666666666665,50.3,43.944394439443954,22.048454598679022,Low,76.25,21.593182015827463,48.09628793808157,Moderate,Warning
SWM_100061,Industrial Zone,District_G,56,21-01-2025,17:56,Institutional,CP_3770,25.968051,86.855832,Metal,Copper,138.58,0.92,71.36,45.98,4.65,49.74,2.31,41.7,14.76,2.39,1.42,21.28,42.75,12.13,119,8,75.37,No,Mini Truck,11956,4.68,21,21.36,Moderate,Composting Facility,99.67,81.4,61.52,30.63,62.39,52.7,42.61,113.2,106.96,Medium,Energy Recovery,69.22115264408052,98.4,23.900000000000002,52.69526952695271,64.97275148667512,High,27.8125,88.65988346812766,60.1842150404383,High,Warning
SWM_100062,West Zone,District_C,18,25-05-2025,15:58,Market,CP_2959,21.043755,73.644053,Plastic,HDPE,306.85,5.09,75.34,73.36,61.54,0.55,16.65,28.88,0.29,2.6,7.6,21.7,60.15,25.82,212,8,20.97,No,Auto Tipper,11463,15.23,8,39.08,High,Recovery Center,80.15,95.96,48.79,10.97,54.8,45.44,84.44,94.93,61.15,High,Energy Recovery,1.2126515814476795,1.9333333333333331,26.0,45.43454345434544,12.983575484064222,Low,56.875,48.82163666405775,43.470657665883984,Moderate,Warning
SWM_100063,West Zone,District_F,43,14-10-2024,22:13,Residential,CP_7528,12.351411,77.415602,Mixed,Mixed Dry,595.14,5.82,36.95,39.45,36.76,39.25,35.68,57.32,11.8,3.15,6.88,29.82,39.1,100.9,198,9,23.07,Yes,Dump Truck,10065,54.2,141,19.54,High,Recovery Center,63.72,65.94,89.51,63.67,61.39,6.67,51.84,124.09,89.8,High,Landfill,3.837979747468434,78.66666666666667,31.5,6.6606660666066615,28.500958475645042,Low,52.5,73.7368466823202,64.1043873380294,High,Compliant
SWM_100064,Urban Zone,District_D,16,05-08-2024,21:15,Industrial,CP_3993,22.854436,87.726606,Organic,Garden Waste,52.5,1.2,65.89,7.21,5.7,0.61,38.26,44.25,5.3,2.97,3.5,38.92,69.6,22.22,146,8,33.93,Yes,Mini Truck,10980,6.81,73,27.09,High,Transfer Station,76.44,26.5,2.09,8.22,96.79,29.54,76.92,389.81,48.92,High,Recycling,17.414676834604325,35.333333333333336,29.700000000000003,29.532953295329534,26.169147061474497,Low,36.25,38.185929211235766,36.6474454300374,Low,Compliant
SWM_100065,West Zone,District_B,58,18-09-2024,14:13,Commercial,CP_9561,13.964931,71.520206,Mixed,Municipal Mixed,499.71,9.34,59.73,53.03,3.36,48.42,31.95,17.57,14.7,6.02,5.82,38.2,80.88,78.78,61,4,30.25,Yes,Compactor Truck,10595,20.96,153,37.27,Moderate,Waste Processing Unit,22.46,37.22,43.21,43.94,61.29,94.31,24.07,108.04,27.71,High,Energy Recovery,12.81410176272034,98.0,60.199999999999996,94.30943094309431,55.812055346552285,Medium,9.6875,19.74084703017654,30.366004109052962,Low,Compliant
SWM_100066,North Zone,District_F,51,27-07-2025,13:52,Hospital,CP_2196,33.720822,86.728514,Metal,Steel,243.01,9.83,78.22,84.65,73.51,12.61,30.2,27.63,12.63,7.28,7.76,35.72,33.31,65.4,274,2,98.77,No,Mini Truck,8799,56.31,55,3.64,Low,Recovery Center,16.48,13.17,72.6,81.78,21.35,50.59,84.07,450.37,67.36,Low,Landfill,98.4748093511689,84.2,72.8,50.58505850585059,82.58768251634515,Critical,76.25,54.22210627011045,71.23163188103314,High,Violation
SWM_100067,Urban Zone,District_E,37,09-05-2025,00:19,Residential,CP_8041,25.120083,82.742456,Plastic,PET,252.09,6.87,63.56,87.33,50.9,38.06,6.4,27.69,0.14,2.47,7.26,44.78,27.44,48.18,256,4,84.01,No,Mini Truck,5124,13.04,109,23.09,High,Transfer Station,73.31,61.6,18.8,35.54,78.38,55.42,0.52,466.15,9.06,Medium,Energy Recovery,80.02250281285161,0.9333333333333335,24.700000000000003,55.415541554155425,45.494665691597305,Medium,70.625,3.522045395251762,36.55578028524219,Low,Warning
SWM_100068,East Zone,District_F,33,09-06-2025,05:40,Institutional,CP_9424,29.62628,73.871936,Mixed,Municipal Mixed,767.3,4.54,32.79,14.89,24.45,43.83,39.85,22.1,6.73,7.22,8.86,34.01,49.36,49.51,183,5,75.65,Yes,Dump Truck,5510,1.19,178,25.54,High,Recovery Center,35.55,79.42,9.3,58.82,48.1,64.23,6.49,364.79,69.57,Medium,Landfill,69.57119639954995,44.866666666666674,72.2,64.22642264226423,63.11910862282628,High,47.8125,56.14401252282807,49.72278709018176,Moderate,Compliant
SWM_100069,Urban Zone,District_B,49,01-09-2024,08:49,Commercial,CP_8988,24.259143,85.501142,Mixed,Mixed Dry,547.64,9.7,27.93,82.5,39.86,3.85,2.34,20.05,11.77,7.08,7.89,31.97,53.01,17.69,193,9,46.26,No,Electric Vehicle,3672,26.61,50,5.37,Low,Waste Processing Unit,22.06,59.82,73.57,99.83,93.31,64.26,42.12,396.26,95.35,Low,Recycling,32.829103637954745,78.46666666666667,70.8,64.25642564256427,56.5467719682332,Medium,50.9375,78.5633533350726,64.73108933385512,High,Compliant
SWM_100070,South Zone,District_H,22,21-10-2024,01:10,Hospital,CP_9824,11.43175,79.887242,Paper,Cardboard,675.05,4.73,53.61,58.78,14.76,18.11,13.38,1.57,0.36,8.32,2.73,31.99,42.4,112.88,129,2,40.74,Yes,Compactor Truck,6033,26.35,133,35.16,Moderate,Transfer Station,84.19,18.61,80.26,45.82,48.3,13.35,8.06,447.65,62.09,Low,Composting,25.928241030128767,2.4,83.2,13.34133413341334,29.61249653206351,Low,30.9375,49.639099052091495,30.84047971562745,Low,Compliant
SWM_100071,South Zone,District_E,60,02-06-2025,21:34,Market,CP_4445,20.66867,89.155739,Glass,Jar,617.1,2.08,56.87,13.54,60.11,32.85,38.26,4.14,0.86,2.82,2.62,24.67,87.97,29.95,195,3,41.76,Yes,Electric Vehicle,3814,45.8,45,19.09,High,Composting Facility,77.67,6.54,48.76,3.36,6.27,90.64,13.92,338.16,52.28,Medium,Recycling,27.203400425053132,5.733333333333333,28.199999999999996,90.63906390639063,31.550553089313183,Low,51.5625,41.10792242803723,39.26029339507784,Low,Compliant
SWM_100072,Urban Zone,District_G,50,12-01-2025,00:02,Hospital,CP_5413,18.072956,94.095167,Metal,Steel,37.02,8.03,86.89,56.02,74.95,2.61,16.75,15.61,10.96,9.81,2.57,35.66,34.86,67.84,164,8,57.11,No,Dump Truck,3375,58.35,83,25.12,Moderate,Transfer Station,34.95,11.41,15.12,22.53,25.1,85.06,56.12,333.1,18.2,Low,Composting,46.3932991623953,73.06666666666666,98.10000000000001,85.05850585058506,69.20276220921255,High,41.875,11.470562657622402,38.99200213062005,Low,Compliant
SWM_100073,Urban Zone,District_E,28,22-03-2025,09:54,Market,CP_7447,32.944051,88.961615,Paper,Magazine,72.78,8.55,51.2,8.17,36.66,24.23,6.63,56.74,12.75,6.69,4.62,29.12,68.82,65.45,32,7,24.98,Yes,Electric Vehicle,6793,31.24,170,32.64,Low,Waste Processing Unit,45.92,5.2,78.63,20.14,25.86,16.47,33.02,463.78,64.73,Medium,Landfill,6.2257782222777855,85.0,66.9,16.461646164616457,39.58955821360359,Low,0.625,51.93495086529264,32.89298525958779,Low,Compliant
SWM_100074,West Zone,District_D,43,15-11-2024,11:48,Hospital,CP_5193,13.941557,93.457072,Organic,Crop Residue,706.07,10.47,25.3,45.12,78.8,38.6,1.09,3.91,6.96,9.09,5.39,31.44,27.91,78.81,221,1,85.77,No,Electric Vehicle,7265,23.44,88,31.47,High,Recovery Center,96.45,20.38,52.33,28.71,79.29,57.76,63.46,486.83,50.54,Low,Recycling,82.2227778472309,46.400000000000006,90.9,57.755775577557756,71.33247747552602,High,59.68750000000001,39.59474736933647,51.002174210800945,Moderate,Warning
SWM_100075,West Zone,District_H,55,12-09-2024,11:14,Industrial,CP_2750,34.537612,83.457837,Plastic,PET,143.2,8.41,72.43,31.68,68.57,45.31,11.08,59.01,2.11,2.02,1.84,42.14,69.07,18.25,154,3,55.23,No,Electric Vehicle,10714,37.3,125,5.17,Low,Waste Processing Unit,88.24,80.36,50.52,96.71,41.78,98.41,66.79,395.42,24.08,Low,Energy Recovery,44.04300537567195,14.066666666666666,20.200000000000003,98.40984098409841,39.93534496455021,Low,38.75,16.58405078702496,27.16354856944082,Low,Compliant
SWM_100076,Urban Zone,District_D,18,12-03-2025,10:04,Market,CP_7144,33.575905,80.397201,Mixed,Mixed Dry,146.54,0.35,52.58,52.74,57.55,44.51,3.18,43.89,2.81,8.58,8.19,32.6,73.27,37.72,81,1,57.69,No,Dump Truck,9812,49.48,99,19.45,Moderate,Transfer Station,35.78,49.42,82.82,33.52,17.38,71.2,82.6,96.36,32.59,High,Landfill,47.11838979872484,18.73333333333333,85.8,71.1971197119712,51.370257209618956,Medium,15.937499999999998,23.984694321245332,18.910824963040263,Low,Compliant
SWM_100077,East Zone,District_B,21,28-03-2025,06:09,Hospital,CP_7779,12.117188,78.090301,Glass,Jar,371.27,9.04,60.35,62.09,28.19,42.07,18.85,58.75,9.51,1.26,6.76,26.78,71.47,8.36,107,10,33.99,No,Auto Tipper,4276,51.49,148,10.63,Low,Waste Processing Unit,83.7,27.93,64.29,69.42,51.27,30.53,21.26,58.59,39.95,High,Composting,17.48968621077635,63.4,12.6,30.523052305230525,29.944332330095122,Low,24.0625,30.385250891381865,33.82682526741456,Low,Compliant
SWM_100078,Central Zone,District_E,45,12-01-2025,06:07,Residential,CP_3301,26.941721,95.21084,Paper,Newspaper,699.54,9.24,72.02,66.5,20.82,45.36,26.83,33.63,1.66,4.47,4.6,41.34,61.0,45.65,190,6,98.14,No,Compactor Truck,4016,7.53,87,18.06,Moderate,Composting Facility,4.2,73.99,91.81,28.0,85.83,29.22,91.08,462.22,97.56,Medium,Landfill,97.68721090136268,11.066666666666666,44.699999999999996,29.212921292129213,55.163489221031114,Medium,50.0,80.48525958779025,51.3589112096704,Moderate,Warning
SWM_100079,Industrial Zone,District_D,44,18-10-2024,12:16,Hospital,CP_5243,8.52219,95.9215,Paper,Office Paper,586.8,3.8,75.5,28.15,69.82,5.63,28.15,32.44,1.45,2.42,0.12,30.66,42.59,71.8,339,1,43.78,Yes,Mini Truck,11522,18.7,110,30.24,Moderate,Waste Processing Unit,4.81,90.29,85.23,66.78,59.32,89.23,18.53,84.22,32.54,Medium,Energy Recovery,29.72871608951119,9.666666666666666,24.2,89.22892289228923,32.532491536314524,Low,96.5625,23.94121227932864,57.39694701713192,Moderate,Warning
SWM_100080,North Zone,District_F,2,23-12-2024,02:05,Market,CP_8163,31.04277,69.005438,Organic,Food Waste,474.59,11.95,77.73,52.14,5.09,41.57,23.96,6.9,1.41,9.1,6.69,40.39,85.92,68.61,288,6,61.4,No,Dump Truck,10417,26.4,90,14.04,High,Recycling Plant,43.46,77.39,60.19,89.25,44.34,60.71,63.13,371.35,85.8,Low,Composting,51.75646955869484,9.4,90.99999999999999,60.70607060706072,50.358498414537046,Medium,80.625,70.25828332898513,63.26998499869554,High,Warning
SWM_100081,South Zone,District_B,35,11-06-2025,18:10,Commercial,CP_9413,14.885571,82.85855,Organic,Food Waste,101.3,4.74,46.45,65.22,76.04,30.03,29.74,30.38,9.51,0.71,2.54,27.77,55.44,5.48,323,8,31.2,Yes,Mini Truck,8060,17.33,75,38.92,Moderate,Waste Processing Unit,33.13,48.2,19.61,61.08,28.07,20.7,51.66,43.08,5.88,Low,Landfill,14.001750218777348,63.4,7.1,20.692069206920692,25.974510468549045,Low,91.5625,0.7565875293503784,58.688226258805116,Moderate,Warning
SWM_100082,Industrial Zone,District_B,12,22-06-2025,01:27,Hospital,CP_6567,14.352995,69.06492,Plastic,Plastic Bags,104.26,4.2,73.22,57.2,41.01,14.67,37.27,23.82,1.31,6.17,1.14,27.32,58.06,104.91,300,7,59.48,Yes,Electric Vehicle,10416,42.43,80,39.73,Low,Recovery Center,13.15,27.47,39.46,42.18,41.1,90.76,71.4,380.43,40.58,Medium,Recycling,49.35616952119015,8.733333333333333,61.7,90.75907590759076,47.879662527948014,Medium,84.375,30.933124619532137,53.21410405252631,Moderate,Warning
SWM_100083,North Zone,District_D,21,24-01-2025,11:59,Institutional,CP_3465,31.889921,95.696755,Organic,Crop Residue,660.53,0.22,59.09,5.11,20.61,2.98,24.15,41.2,1.72,3.84,4.56,27.96,29.08,50.27,144,10,80.09,No,Auto Tipper,8499,5.19,172,5.05,High,Composting Facility,35.48,94.17,66.86,67.87,36.19,59.37,1.01,396.21,110.03,Low,Composting,75.12189023627954,11.466666666666667,38.4,59.36593659365936,49.500313250227386,Medium,35.625,91.32968084181233,47.50473758587704,Moderate,Warning
SWM_100084,East Zone,District_D,50,05-08-2024,21:47,Commercial,CP_4377,25.764631,93.337259,Paper,Office Paper,584.7,1.62,81.71,6.64,42.72,7.11,0.47,25.32,4.43,4.86,5.77,19.18,29.23,67.04,122,2,47.45,Yes,Auto Tipper,10861,44.02,15,26.79,Low,Recovery Center,84.56,69.25,42.99,67.3,27.54,30.63,78.9,289.99,96.81,Medium,Landfill,34.31678959869984,29.533333333333335,48.6,30.62306230623062,35.42350851874786,Low,28.749999999999996,79.83302895903992,44.23157535437864,Moderate,Compliant
SWM_100085,Industrial Zone,District_F,60,28-01-2025,21:00,Commercial,CP_4421,31.850249,92.869308,Organic,Garden Waste,734.98,5.29,32.1,58.22,29.69,30.05,28.22,41.3,5.62,1.67,4.31,21.85,86.76,41.51,185,3,32.36,No,Dump Truck,4817,2.5,60,26.54,Moderate,Recycling Plant,63.69,34.06,7.17,40.96,31.12,67.71,60.58,244.17,30.06,High,Recycling,15.45193149143643,37.46666666666666,16.7,67.7067706770677,29.04345486480139,Low,48.4375,21.78450300026089,38.247434233411596,Low,Compliant
SWM_100086,South Zone,District_G,2,04-05-2025,00:15,Institutional,CP_4417,36.653043,81.166047,Glass,Container,556.85,1.86,46.28,2.75,40.44,48.2,15.37,2.34,0.46,3.88,1.6,18.63,76.72,55.02,55,8,43.14,No,Electric Vehicle,4254,54.1,57,6.41,Moderate,Recovery Center,95.59,31.4,88.84,60.29,82.67,98.4,28.84,578.24,49.79,High,Composting,28.92861607700963,3.066666666666667,38.800000000000004,98.3998399839984,34.858089095070284,Low,7.8125,38.94251674058614,16.202338355509177,Low,Compliant
SWM_100087,East Zone,District_B,11,14-02-2025,08:53,Commercial,CP_2971,19.179845,77.871226,Organic,Fruit Waste,442.3,2.02,52.07,54.17,60.95,41.68,17.62,18.14,3.89,1.95,0.58,27.25,40.27,115.97,339,6,64.62,No,Electric Vehicle,4129,21.49,58,24.06,Low,Recovery Center,13.92,44.4,62.62,48.89,40.18,99.38,88.03,389.11,70.48,Medium,Composting,55.78197274659333,25.933333333333337,19.5,99.37993799379937,47.60311313104057,Medium,96.5625,56.9353856857118,70.54853237238021,High,Warning
SWM_100088,Central Zone,District_B,30,09-10-2024,15:05,Residential,CP_1118,25.999154,73.838051,Glass,Container,328.21,0.67,45.42,54.3,18.22,48.2,36.38,43.33,8.0,8.7,1.31,39.34,29.36,95.31,245,7,42.06,Yes,Dump Truck,6904,52.75,84,37.87,Low,Waste Processing Unit,14.88,46.27,98.1,48.34,86.35,58.87,37.53,200.04,28.37,Low,Composting,27.578447305913244,53.333333333333336,86.99999999999999,58.86588658865887,50.59459524399746,Medium,67.1875,20.314809983476824,50.35485966170971,Moderate,Warning
SWM_100089,West Zone,District_B,42,02-06-2025,10:28,Hospital,CP_7384,30.092148,79.209675,Paper,Magazine,418.79,6.01,54.07,86.56,78.46,20.38,33.1,45.87,8.6,9.56,2.0,20.95,84.05,52.7,38,5,87.76,No,Mini Truck,3305,53.69,68,4.37,Low,Recovery Center,88.35,44.83,51.04,62.66,92.64,1.91,47.68,425.12,88.11,High,Energy Recovery,84.71058882360296,57.333333333333336,95.60000000000001,1.9001900190019003,67.6225973656248,High,2.5,72.26715366553613,34.39681276632751,Low,Compliant
SWM_100090,East Zone,District_C,45,22-04-2025,10:50,Institutional,CP_1638,28.083441,71.898619,Plastic,PET,253.53,4.43,73.38,27.88,16.86,47.87,0.35,59.87,10.15,8.28,2.95,18.39,75.34,100.1,335,4,79.24,No,Dump Truck,11118,9.43,111,30.63,Low,Waste Processing Unit,76.89,65.85,76.61,84.59,61.36,8.86,48.76,83.48,51.87,High,Landfill,74.05925740717589,67.66666666666666,82.8,8.850885088508852,64.42800239281335,High,95.3125,40.75136968432037,73.41499423862945,High,Warning
SWM_100091,East Zone,District_C,24,14-07-2025,03:31,Residential,CP_3660,19.806088,69.914285,Plastic,PET,292.08,1.51,73.7,94.77,5.79,47.76,20.9,17.97,1.15,5.01,7.95,37.09,23.77,8.75,284,4,52.23,No,Electric Vehicle,11245,18.42,100,10.83,Moderate,Recovery Center,28.1,80.35,92.92,40.51,90.61,32.15,47.64,166.58,78.65,Medium,Composting,40.29253656707088,7.666666666666666,50.1,32.14321432143215,32.875163441709844,Low,79.375,64.04035133489869,60.43293873380294,High,Warning
SWM_100092,North Zone,District_F,2,02-01-2025,08:02,Institutional,CP_1560,36.390452,85.5013,Organic,Garden Waste,299.09,7.84,15.45,88.87,40.25,22.47,23.43,37.49,1.08,6.83,2.42,37.28,81.69,96.48,238,1,64.2,No,Auto Tipper,9604,31.69,48,7.43,Low,Recycling Plant,77.53,27.14,49.67,28.43,13.38,62.96,5.43,459.24,41.52,High,Composting,55.256907113389175,7.200000000000001,68.30000000000001,62.956295629562966,47.006207189790125,Medium,65.0,31.750587007565883,43.465176102269766,Moderate,Warning
